cliente,abandona,meses_activos,valor_final,retorno_anual,frecuencia_rebalanceo,comision_total
468,True,15,979885.66,-0.0161,1.0,12864.48
469,True,15,979885.66,-0.0161,1.0,12864.48
470,True,15,978481.55,-0.0173,0.8667,12846.07
471,True,15,979885.66,-0.0161,1.0,12864.48
472,True,15,979885.66,-0.0161,1.0,12864.48
473,True,15,979885.66,-0.0161,1.0,12864.48
474,True,15,979885.66,-0.0161,1.0,12864.48
475,True,15,979885.66,-0.0161,1.0,12864.48
476,True,15,979885.66,-0.0161,1.0,12864.48
477,True,15,975730.86,-0.0195,0.9333,12817.13
478,True,15,979885.66,-0.0161,1.0,12864.48
479,True,15,979885.66,-0.0161,1.0,12864.48
480,True,16,998043.62,-0.0015,1.0,13696.88
481,True,15,979885.66,-0.0161,1.0,12864.48
482,True,16,998043.62,-0.0015,1.0,13696.88
483,True,15,979885.66,-0.0161,1.0,12864.48
484,True,15,979885.66,-0.0161,1.0,12864.48
485,True,15,980147.27,-0.0159,0.9333,12867.69
486,True,16,999452.7,-0.0004,0.875,13712.61
487,True,15,975730.86,-0.0195,0.9333,12817.13
488,True,16,998043.62,-0.0015,1.0,13696.88
489,True,15,979885.66,-0.0161,1.0,12864.48
490,True,15,975730.86,-0.0195,0.9333,12817.13
491,True,15,979885.66,-0.0161,1.0,12864.48
492,True,15,979885.66,-0.0161,1.0,12864.48
493,True,15,979885.66,-0.0161,1.0,12864.48
494,True,15,979885.66,-0.0161,1.0,12864.48
495,True,15,981269.1,-0.015,0.9333,12879.04
496,True,15,979885.66,-0.0161,1.0,12864.48
497,True,15,975730.86,-0.0195,0.9333,12817.13
498,True,15,979885.66,-0.0161,1.0,12864.48
499,True,15,979885.66,-0.0161,1.0,12864.48
